inn,skolkovo_id,name,year_founded,status,is_active,okved,fin_years,fin_years_count,revenue_latest,profit_latest,total_assets,equity,cash,egrul_name,egrul_ogrn,news_count,moex_ticker
9721224677,ef3c63b28bcbb9ad4ede737bf0fcef3f,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРИДЭФ""",2024,Действует,True,Научные исследования и разработки в области естественных и т,2024-2025,2,25524000.0,-1658000.0,23873000.0,2310000.0,10840000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРИДЭФ""",1247700010744,0,
9731043084,3ea3cb2059079006ce119f327fa77e54,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""3Д НАВИГАЦИЯ""",2019,Действует,True,Научные исследования и разработки в области естественных и т,2019-2024,6,1575000.0,-250000.0,4461000.0,-3421000.0,191000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""3Д НАВИГАЦИЯ""",1197746350493,0,
7017343993,cb4a1f3c2b4f6dd2adbd735ea678bd29,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАДИОВИДЕНИЕ""",2013,Действует,True,Научные исследования и разработки в области естественных и т,2015-2024,10,22489000.0,2328000.0,11976000.0,3002000.0,2636000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАДИОВИДЕНИЕ""",1137017026365,0,
7709951104,9d074349047703c18b402524eec57165,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОММАР""",2014,Действует,True,Производство медицинских инструментов и оборудования,2015-2024,10,644151000.0,-24026000.0,74168000.0,21100000.0,16191000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОММАР""",1147746363368,0,
7017398640,5aa6edfcfc85659e25157ad89f98de56,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""50ОМ ТЕХНОЛОДЖИЗ""",2016,Действует,True,Разработка компьютерного программного обеспечения,2016-2024,9,39490000.0,45177000.0,85786000.0,46875000.0,50286000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""50ОМ ТЕХНОЛОДЖИЗ""",1167031056301,0,
9714030984,d8f4ca0ff2428083dc14c42dc19ed958,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""5 МАРКС""",2023,Действует,True,"Деятельность, связанная с использованием вычислительной техн",2024-2024,1,9811000.0,-19016000.0,14698000.0,-19006000.0,5760000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""5 МАРКС""",1237700937616,0,
9731108550,4f3511b508ce4199156d85c2e39f9219,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАТУРЕЛИДЖН""",2023,Действует,True,Производство красителей и пигментов,2023-2025,3,,,10000.0,10000.0,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАТУРЕЛИДЖН""",1237700042546,0,
6670503917,7fc2756ff5dd5e244c669b1051feb669,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""7 ПРУДОВ ИНВЕСТИЦИИ""",2021,Действует,True,"Деятельность по обработке данных, предоставление услуг по ра",2021-2024,4,13270000.0,-1401000.0,6882000.0,5489000.0,1862000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""7 ПРУДОВ ИНВЕСТИЦИИ""",1216600053878,0,
9731120518,10578efad8ca16a92033dfd7c145d1f1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АС ДИАГНОСТ""",2023,Действует,True,Научные исследования и разработки в области естественных и т,2023-2024,2,,-7000000.0,13000000.0,13000000.0,13000000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АС ДИАГНОСТ""",1237700602897,0,
2311301082,576e1fd992332dafa8751e00752122ef,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬФА-КОМПРЕССОР""",2020,Действует,True,Производство промышленного холодильного и вентиляционного об,2020-2024,5,,,1766000.0,-52000.0,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬФА-КОМПРЕССОР""",1202300003993,0,
7802879558,b0ad5c43bcde7e61d31fb96f6b7d0acf,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКРИБИЯ. ИССЛЕДОВАНИЯ И РАЗРАБОТКИ""",2014,Действует,True,Научные исследования и разработки в области естественных и т,2015-2024,10,27086000.0,4775000.0,14831000.0,9916000.0,31000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКРИБИЯ. ИССЛЕДОВАНИЯ И РАЗРАБОТКИ""",1147847425582,0,
7751195243,3c28f93a44e78dac056a85e5d99bb79c,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКРОЛАБ ТЕХНОЛОДЖИ""",2021,Действует,True,Производство пластмасс и синтетических смол в первичных форм,2021-2024,4,58700000.0,7279000.0,112872000.0,54919000.0,356000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКРОЛАБ ТЕХНОЛОДЖИ""",1217700147411,0,
3666243379,39f6e5c7b50653933da9190cf2621b7e,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЗБУКА СТРОИТЕЛЬСТВА""",2020,Действует,True,Деятельность web-порталов,2020-2024,5,78000.0,-1585000.0,9520000.0,2499000.0,4000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЗБУКА СТРОИТЕЛЬСТВА""",1203600000845,0,
9731033618,d5a7ba8118e7ea7f70dff060780781e2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТРОБЕЖНЫЕ МАШИНЫ""",2019,Действует,True,Научные исследования и разработки в области естественных и т,2019-2024,6,54399000.0,102000.0,52867000.0,-18153000.0,15000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТРОБЕЖНЫЕ МАШИНЫ""",1197746191928,0,
6623114110,53878a9ad55013d66211295a0b494805,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКРИД""",2015,Действует,True,Производство клеев,2015-2024,10,306518000.0,97436000.0,220927000.0,184748000.0,11616000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКРИД""",1156658106472,0,
6685043331,39137a614f80960a36c2c414f84cbc98,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АДИАБАТИКА""",2013,Действует,True,Производство оборудования для кондиционирования воздуха,2015-2025,11,34447000.0,5205000.0,64739000.0,22671000.0,4234000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АДИАБАТИКА""",1136685024420,0,
7610136414,33d3780cde981daca6b82df41ea43411,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АДМ СИСТЕМ""",2022,Действует,True,Производство металлообрабатывающего оборудования,2022-2024,3,74152000.0,8260000.0,60178000.0,12678000.0,1314000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АДМ СИСТЕМ""",1227600007139,0,
7100018815,e913b692459690b9b58c3d2fadf3e915,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭДКОНТРОЛ""",2022,Действует,True,Разработка компьютерного программного обеспечения,2022-2024,3,44136000.0,10933000.0,40892000.0,31266000.0,325000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭДКОНТРОЛ""",1227100003602,0,
9721044410,69003d5478343cec1256d1e523289707,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКУСТИЧЕСКАЯ ЗАМОРОЗКА""",2017,Действует,True,Научные исследования и разработки в области естественных и т,2017-2024,8,27777000.0,13866000.0,61721000.0,23526000.0,53000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКУСТИЧЕСКАЯ ЗАМОРОЗКА""",1177746275596,0,
7720328510,617ff1fb734acce55c8e3ca78e8c8333,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГЕНТУМ""",2016,Действует,True,Разработка компьютерного программного обеспечения,2016-2024,9,59336000.0,5914000.0,105947000.0,4500000.0,5160000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГЕНТУМ""",1167746062538,0,
6372025912,3144a928cc105fab53adb00ca16f125c,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОЭКОМИССИЯ""",2019,Действует,True,Научные исследования и разработки в области естественных и т,2020-2025,6,,,108000.0,108000.0,40000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОЭКОМИССИЯ""",1196313098101,0,
9709009257,315ced6b97e150c9ef46f20754fba192,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДРОН-СЕРВИС""",2017,Действует,True,Научные исследования и разработки в области естественных и т,2017-2024,8,225870000.0,-89842000.0,373878000.0,-80469000.0,546000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДРОН-СЕРВИС""",1177746903531,0,
9731088529,ffe34869e5e9a1609ea89156825c3398,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМАРТРЕЙС""",2022,Действует,True,Разработка компьютерного программного обеспечения,2022-2025,4,250000.0,1610000.0,35383000.0,2474000.0,,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМАРТРЕЙС""",1227700062006,0,
7731307713,eb83b8f3addc6ed21e73db2d92b44188,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОНОУТ""",2016,Действует,True,Научные исследования и разработки в области естественных и т,2016-2024,9,116581000.0,27790000.0,139611000.0,95911000.0,29190000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОНОУТ""",1167746153288,0,
9731077012,acfac484b348d11809d48f5c5cf1bb49,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГРОТАРГЕТ""",2021,Действует,True,Разработка компьютерного программного обеспечения,2021-2025,5,500000.0,186000.0,17737000.0,3028000.0,,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГРОТАРГЕТ""",1217700120967,0,
7813669979,36ca7106c0bd438e3dd6cd1ec6abeb3f,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИВЦ-ПУЛКОВО ТЕХНОЛОГИИ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА""",2023,Действует,True,Разработка компьютерного программного обеспечения,2023-2024,2,700000.0,45000.0,177000.0,167000.0,50000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИВЦ-ПУЛКОВО ТЕХНОЛОГИИ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА""",1237800008665,0,
7838104770,22dbac3c02b396948d6a42660a337c50,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙФОРДЖИ""",2022,Действует,True,Разработка компьютерного программного обеспечения,2022-2024,3,,-136000.0,181000.0,-2287000.0,4000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙФОРДЖИ""",1227800060872,0,
7736610311,063cfe4fb90a7d8362fef310b37e429e,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АИС МЕДИА""",,,False,,,0,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АИС МЕДИА""",1097746709213,0,
5044094894,ff2c2c73558e9803a564f6417d31216a,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕАФИТ""",,,False,,,0,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕАФИТ""",1155044001903,0,
9701137313,c511741bb25b6b9b44efef12ecee64f9,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙГЕН ТЕХНОЛОДЖИ""",,,False,,,0,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙГЕН ТЕХНОЛОДЖИ""",1197746384505,0,
7814465872,9c53d79edb9d443eb3536c6bff52e5d8,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АДЕПТ""",,,False,,,0,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АДЕПТ""",1107847118060,0,
2411032588,9e90b36514dedfa1c736e25ef7f377eb,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИННОВАЦИОННЫЕ АЭРОЛОДКИ""",,,False,,,0,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИННОВАЦИОННЫЕ АЭРОЛОДКИ""",1232400004297,0,
7703821839,36f10f332c9845d176e231ca538b7d9d,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙРО""",,,False,,,0,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙРО""",5147746347634,0,
7731331201,616c398883f21e56f7cfa733575bb652,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АИСТАГРО""",,,False,,,0,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АИСТАГРО""",5167746183150,0,
9731092370,07f6f93fd2b40773c294aa0410fcf5fa,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АИСТ-АИ""",,,False,,,0,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АИСТ-АИ""",1227700261568,0,
5047137049,00b208de7c36b6c90277571f4eca9d18,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКРОНИКС""",,,False,,,0,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКРОНИКС""",1125047017590,0,
4826155728,9eb183f8c24d9edb372237cf33491eca,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ИЗДАТЕЛЬСКАЯ ПЛАТФОРМА ""АЛЕКСАНДРИНА""",,,False,,,0,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ИЗДАТЕЛЬСКАЯ ПЛАТФОРМА ""АЛЕКСАНДРИНА""",1224800010247,0,
9731065994,d0ce6adaf0f3d32b7c7b9c6baa90dcdc,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬГОТЕК ГРИН ТЕХНОЛОДЖИ""",,,False,,,0,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬГОТЕК ГРИН ТЕХНОЛОДЖИ""",1207700212004,0,
7704380778,f8866e2477869bc7628bdf82eacef83b,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЛЕРГОТОП""",,,False,,,0,,,,,,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЛЕРГОТОП""",5167746358753,0,
